County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
QUEENS,710086,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #30358,8601,ROCKAWAY BEACH BLVD,,,FAR ROCKAWAY,NY,11693,9000,POINT (-73.811046068 40.587248062)
WESTCHESTER,755896,Store,JAC,SUSHILOVER INC,SUSHI @ SHOPRITE SUPERMARKET,320,SAW MILL RIVER RD,,,ELMSFORD,NY,10523,100,POINT (-73.812677187 41.066172156)
QUEENS,722975,Store,JAC,PINO GROCERY CORP,PINO GROCERY,37-27,108TH STREET,,,CORONA,NY,11368,2500,POINT (-73.85990041 40.753273825)
STEUBEN,752981,Store,JAC,MY OLIVE OIL 22 LLC,CRYSTAL CITY OLIVE OIL,2,W MARKET ST,,,CORNING,NY,14830,1000,POINT (-77.05469407 42.143323744)
KINGS,754722,Store,JAC,PS QUALITY FOODS INC,PS QUALITY FOODS,8612,25TH AVE,,,BROOKLYN,NY,11214,2500,POINT (-73.987663665 40.597724687)
CLINTON,090276,Store,JAC,LASHWAY MARIANNE&TRACY&STEVEN,LASHWAYS MEAT MARKET,4932,S CATHERINE ST,,,PLATTSBURGH,NY,12901,1500,POINT (-73.459103784 44.684944271)
KINGS,745245,Store,JAC,Z DELI & GRILL I CORP,Z DELI & GRILL I,2835,CONEY ISLAND AVE,,,BROOKLYN,NY,11235,1500,POINT (-73.960157695 40.587459286)
ROCKLAND,740176,Store,JAC,162 SPRING VALLEY MART INC,162 SPRING VALLEY MART,162,EAST ROUTE 59,,,SPRING VALLEY,NY,10977,1500,POINT (-74.039796923 41.108544227)
ORLEANS,744334,Store,JAC,RO MYN SNACK & PLAY,RO'MYN SNACK & PLAY,26,E BANK ST,,,ALBION,NY,14411,1800,POINT (-78.19270716 43.247775609)
BRONX,729992,Store,JAC,7 DAYS & NIGHTS DELI GROCERY INC,7 DAYS & 7 NIGHTS DELI GROCERY,717,E 187TH ST,,,BRONX,NY,10458,0,POINT (-73.883826972 40.854109838)
BRONX,747379,Store,A,BROTHERS & BOBO LLC,BROTHERS & BOBO,902,HUNTS POINT AVENUE,,,BRONX,NY,10474,550,POINT (-73.889732693 40.81967698)
BRONX,730675,Store,JAC,LA MANSION MINI MARKET CORP,LA MANSION MINI MARKET,1809,ARCHER STREET,,,BRONX,NY,10460,1000,POINT (-73.866613644 40.837669154)
ERIE,749822,Store,JAC,JOES KWIK MARTS LLC,JOES KWIK MARTS #450,1555,N FRENCH RD,,,GETZVILLE,NY,14068,0,POINT (-78.767208754 43.034392555)
BRONX,601816,Store,JAC,AHMED ALI M & ABDO M,A&A EXPRESS DELI & GROCERY,3101,WESTCHESTER AVE,,,BRONX,NY,10461,1100,POINT (-73.830619824 40.849411865)
SUFFOLK,729345,Store,JAC,NILKANTH 915 CORPORATION,7 ELEVEN STORE #11156F,915,STRAIGHT PATH,,,WEST BABYLON,NY,11704,3000,POINT (-73.376884942 40.722470163)
STEUBEN,465244,Store,JABC,WEGMANS FOOD MARKETS INC,WEGMANS 51,24,S BRIDGE ST,,,CORNING,NY,14830,107000,POINT (-77.063396749 42.145907298)
MONTGOMERY,732591,Store,JAC,HAVEN OF HOPE FARM & RESIDENCE INC,HAVEN OF HOPE FARM & RESIDENCE,19,CEMETERY STREET,,,FONDA,NY,12068,900,POINT (-74.370359236 42.956526099)
KINGS,731724,Store,JAC,ABBOTSFORD ROAD COFFEE SPECIALISTS INC,ABBOTSFORD ROAD COFFEE SPECIALISTS,573,SACKETT ST,,,BROOKLYN,NY,11217,2700,POINT (-73.985348332 40.679227296)
NEW YORK,753866,Store,JAC,900 8TH DELI CORP,CASCADE CAFE,900,8TH AVE.,,,NEW YORK,NY,10019,2500,POINT (-73.984387263 40.764302439)
WESTCHESTER,742700,Store,JAC,179 WARBURTON GROCERY CORP,179 WARBURTON GROCERY,179,WARBURTON AVE,,,YONKERS,NY,10701,0,POINT (-73.89787446 40.941414751)
ERIE,140519,Store,JABC,WEGMANS FOOD MARKETS INC,WEGMANS 90,8270,TRANSIT RD,,,WILLIAMSVILLE,NY,14221,86000,POINT (-78.698921892 42.993418627)
KINGS,613060,Store,JAC,HOD FRUIT&VEGETABLE MARKET CORP,FRUIT&VEGETABLE MARKET,354,ROEBLING ST,,,BROOKLYN,NY,11211,1800,POINT (-73.961337029 40.707673421)
GREENE,719325,Store,JAC,RAM SUNRISE INC,SPRING ST SUNOCO,1099,SPRING ST,,,CATSKILL,NY,12414,1800,POINT (-73.86180996 42.222592853)
SCHENECTADY,420069,Store,JABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB 79,70,CAMPBELL RD,,,ROTTERDAM,NY,12306,115660,POINT (-73.99636978 42.805115107)
KINGS,713811,Store,JAC,EL MANAHRY LLC,EL MANAHRY,6210,11TH AVE,,,BROOKLYN,NY,11219,600,POINT (-74.004482289 40.630240981)
QUEENS,633525,Store,JAC,4 STAR VEGETABLE&FOOD CORP,4 STAR VEGETABLE,87-78,SUTPHIN BLVD,,,JAMAICA,NY,11435,2000,POINT (-73.809552581 40.705122138)
KINGS,750278,Store,JAC,GOOD TIMES DELI & GROCERY CORP,GOOD TIMES DELI & GROCERY,857,GREENE AVE,,,BROOKLYN,NY,11221,1000,POINT (-73.933718071 40.690525598)
ULSTER,515209,Store,JABC,ADAMS FAIRACRE FARMS INC,ADAMS FAIRACRE FARMS,1560,ULSTER AVE,,,LAKE KATRINE,NY,12449,15000,POINT (-73.987943704 41.976816692)
BRONX,743950,Store,JAC,3 HERMANOS GROCERY CORP,3 HERMANOS GROCERY,1231,WHITEPLAINS RD,,,BRONX,NY,10472,0,POINT (-73.862321858 40.831595082)
RENSSELAER,734341,Store,JAC,JFE FRANCHISING INC,SNOWFOX-HANNAFORD 8361,596,COLUMBIA TPKE,STE 17,,EAST GREENBUSH,NY,12061,0,POINT (-73.710324342 42.598248102)
NASSAU,283563,Store,JABC,K THOMPSON FOODS LLC,SHOPRITE #804,1121,JERUSALEM AVE,,,UNIONDALE,NY,11553,62000,POINT (-73.57900473 40.695679421)
QUEENS,705477,Store,JAC,BRAVO MINI MARKET INC,BRAVO MINI MARKET,69-09,WOODSIDE AVE,,,WOODSIDE,NY,11377,0,POINT (-73.895212614 40.742758266)
SUFFOLK,473809,Store,A,WAL-MART STORES EAST LP,WAL-MART STORE #5202,85,CROOKED HILL RD,,,COMMACK,NY,11725,142000,POINT (-73.289566968 40.81385294)
KINGS,715508,Store,JAC,MIMINO INTERNATIONAL FOOD INC,MIMINO INTERNATIONAL,2969,OCEAN AVE,,,BROOKLYN,NY,11235,3000,POINT (-73.949218306 40.588900638)
BRONX,608190,Store,JAC,I&C DELI MINI MARKET CORP,I&C DELI MINI MARKET,531-533,E 183RD ST,,,BRONX,NY,10458,1500,POINT (-73.891568498 40.854611285)
YATES,570079,Store,JACW,MILES WINE CELLAR LLC,MILES WINE CELLAR,168,RANDALL CROSSING RD,,,HIMROD,NY,14842,2700,POINT (-76.920833651 42.617294217)
NASSAU,282016,Store,A,CVS ALBANY LLC,CVS PHARMACY 02145,929,BROADWAY,,,WOODMERE,NY,11598,10000,POINT (-73.708429278 40.629382255)
OSWEGO,350278,Store,JAC,SORENSEN RICK A,SALMON COUNTRY SMOKEHOU,3790,ST RT 13,,,PULASKI,NY,13142,1600,POINT (-76.115716918 43.55657048)
OSWEGO,731766,Store,A,ALDI INC,ALDI #18,555,SOUTH 4TH ST,,,FULTON,NY,13069,12000,POINT (-76.404292917 43.313976425)
OSWEGO,722886,Store,JAC,SAMMYS 2 LLC,SAMMYS 2,48,W 1ST ST S,,,FULTON,NY,13069,1283,POINT (-76.42246262 43.322206448)
RICHMOND,757542,Store,JAC,GGC SEAFOOD INC,GGC SEAFOOD,2040,FOREST AVE,,,STATEN ISLAND,NY,10303,400,POINT (-74.155895754 40.625770493)
WESTCHESTER,550580,Store,JAC,KIM MI RANG,SKY FISH MARKET,397,S BROADWAY,,,YONKERS,NY,10705,2500,POINT (-73.896511641 40.919822534)
QUEENS,736738,Store,JAC,BB DELI AND GRILL INC,B'B DELI & GRILL,25-05,36TH AVENUE,,,ASTORIA,NY,11106,1000,POINT (-73.933049279 40.758273756)
DELAWARE,120111,Store,JAC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 218,3,MAIN ST,,,DELHI,NY,13753,41000,POINT (-74.922054342 42.268414009)
NIAGARA,749338,Store,A,GARFINKEL NEIL,SGT PEPPERS HOT SAUCES ETC,444,CENTER ST,,,LEWISTON,NY,14092,0,POINT (-79.042899112 43.172902135)
NASSAU,287034,Store,JAC,601 OLD COUNTRY RD CORP,JOHNS FARMS,601,OLD COUNTRY RD,,,PLAINVIEW,NY,11803,25000,POINT (-73.493429438 40.770734628)
DUTCHESS,708062,Store,JAC,KRAUSES CHOCOLATES OF RHINEBECK I,KRAUSES CHOCOLATES,6423,ROUTE 9 (MONTGOMERY ST),STE 9,,RHINEBECK,NY,12572,700,POINT (-73.913204556 41.933345274)
SUFFOLK,756814,Store,JAC,1315 MIDDLE COUNTRY ROAD INC,MANGIAMO MARKET,1315,MIDDLE COUNTRY ROAD,,,CENTEREACH,NY,11720,1500,POINT (-73.060226782 40.862462153)
KINGS,710932,Store,JAC,E L PUTNAM GROCERY CORP,E. L. PUTNAM GROCERY,1078,PUTNAM AVENUE,,,BROOKLYN,NY,11221,1200,POINT (-73.919002467 40.687501449)
NEW YORK,626615,Store,A,DUANE READE ETAL PRTS,DUANE READE 14155,2,PENN PLZ,,,NEW YORK,NY,10119,7650,POINT (-73.991952936 40.749939336)
NEW YORK,739149,Store,JAC,EAST 11TH STREET DELI CORP,EAST 11TH STREET DELI,528,E 11TH STREET,,,NEW YORK,NY,10009,1000,POINT (-73.980460593 40.727783451)
DUTCHESS,729279,Store,JAC,ADIM CONVENIENCE MART INC,HUGHSONVILLE MART,2337,ROUTE 9D,,,HUGHSONVILLE,NY,12537,1500,POINT (-73.93052465 41.580567333)
WESTCHESTER,550874,Store,JAC,EMPIRE CITGO INC,EMPIRE CITGO,535,CENTRAL PARK AVE,,,YONKERS,NY,10704,800,POINT (-73.865010952 40.921110979)
QUEENS,634130,Store,JABC,BONILLA FOOD CORP,C TOWN,222-51,JAMAICA AVE,,,QUEENS VILLAGE,NY,11428,15000,POINT (-73.731211877 40.7216554)
WESTCHESTER,704208,Store,JAC,INTERNATIONAL HARVEST INC,INTERNATIONAL HARVEST,38,ROSLYN PLACE,,,MOUNT VERNON,NY,10550,8000,POINT (-73.827871758 40.896710647)
KINGS,612121,Store,JAC,YOGI 8604 INC,NEWS STAND,8604,4TH AVE,,,BROOKLYN,NY,11209,1500,POINT (-74.02862326 40.622664034)
QUEENS,753526,Store,JAC,PRINCE ABOUS BUTCHERY LLC,PRINCE ABOUS BUTCHERY,32-88,STEINWAY STREET,,,ASTORIA,NY,11103,0,POINT (-73.920732828 40.756947243)
BRONX,711905,Store,JAC,ESPINAL MEAT MARKET CORP,ESPINAL MEAT MARKET,1039,OGDEN AVE,,,BRONX,NY,10452,1500,POINT (-73.928901662 40.834063217)
KINGS,748777,Store,JAC,400 ORGANIC AND NATURAL INC,400 ORGANIC AND NATURAL,113,SOUTH 6TH STREET,,,BROOKLYN,NY,11249,0,POINT (-73.96401731 40.710655242)
COLUMBIA,757730,Store,JAC,WANDERING FOOL LLC,SPARROWBUSH BAKERY,5441,NY 9H,,,HUDSON,NY,12534,3000,POINT (-73.756112045 42.183666762)
QUEENS,755457,Store,JAC,SUNRISE DELI GRILL & TABACCO INC.,SUNRISE DELI AND GRILL,195-40,JAMAICA AVE,,,HOLLIS,NY,11423,1300,POINT (-73.764493816 40.713153133)
QUEENS,737008,Store,JAC,NIRVANA & PRATIGYA CORP,GO NATURAL,45-03,QUEENS BLVD,,,SUNNYSIDE,NY,11104,1500,POINT (-73.919314944 40.743536987)
WESTCHESTER,736514,Store,JAC,SAVITA O2 INC,7 ELEVEN STORE #16309E,112,ROUTE 100,,,SOMERS,NY,10589,2000,POINT (-73.707815052 41.27684861)
WESTCHESTER,757057,Store,JAC,MODERNE BARN GOURMET MARKET LLC,MODERNE BARN MEDITERRANEAN GOURMET MARKE,430,BEDFORD ROAD,,,ARMONK,NY,10504,0,POINT (-73.695429952 41.126036002)
QUEENS,633079,Store,JAC,97 ELKO CORP,KYRIAKOS GROCERY,26-03,23RD AVE,,,ASTORIA,NY,11105,3000,POINT (-73.915640318 40.776512986)
WESTCHESTER,712606,Store,A,HIMED HUDA,MABKER DISCOUNT STORE,7,E 3RD ST,,,MOUNT VERNON,NY,10550,0,POINT (-73.834891825 40.906941468)
LEWIS,230078,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11150,7623,N STATE ST,,,LOWVILLE,NY,13367,7530,POINT (-75.492993964 43.787128699)
QUEENS,633139,Store,JAC,HCTK CORP,FOOD UNIVERSE,117-01,LIBERTY AVE,,,RICHMOND HILL,NY,11419,6000,POINT (-73.825846363 40.68593507)
BRONX,725215,Store,JAC,188 VALENTINE DELI CORP,188 VALENTINE DELI,221,E 188TH ST.,,,BRONX,NY,10458,800,POINT (-73.89659261 40.861177878)
BRONX,725992,Store,JAC,BONAO MEATS AND PRODUCE II INC,BONAO MEATS AND PRODUCE,82,EAST BURNSIDE AVENUE,,,BRONX,NY,10453,3000,POINT (-73.906177903 40.853238372)
BROOME,030408,Store,A,ALDI INC,ALDI #49,1149,UPPER FRONT ST,,,BINGHAMTON,NY,13905,0,POINT (-75.899654234 42.150777184)
QUEENS,632223,Store,JAC,R&M GLATT SUPERMARKET 108 ST CORP,R&M GLATT SUPERMARKET,63-64,108TH ST,,,FOREST HILLS,NY,11375,6000,POINT (-73.850001215 40.733221504)
ERIE,142580,Store,JACD,RD AMERICA LLC,RESTAURANT DEPOT,500,DUKE RD,,,CHEEKTOWAGA,NY,14225,58000,POINT (-78.763876613 42.904513037)
SCHENECTADY,420045,Store,JABC,MARTINS FOODS OF S BURLINGTON LLC,HANNAFORD 8376,262,SARATOGA RD RT 50,,,GLENVILLE,NY,12302,52000,POINT (-73.930505623 42.870020374)
LIVINGSTON,742246,Store,JAC,A PLUS CONVENIENCE STORES INC,7 ELEVEN STORE #35089B,1,STATE ST,,,NUNDA,NY,14517,1500,POINT (-77.942169811 42.579612156)
KINGS,703155,Store,JAC,NEW ZHONG HUA MARKET INC,NEW ZHONG HUA MARKET,5709,8TH AVE,,,BROOKLYN,NY,11220,2000,POINT (-74.007933789 40.636862894)
WARREN,520048,Store,A,WARRENSBURG BBE INC,WARRENSBURG MOBIL,3624,RT 9,,,LAKE GEORGE,NY,12845,1300,POINT (-73.75783473 43.487677706)
NASSAU,746618,Store,JAC,ONE STOP AUTO REPAIR CENTER INC,ONE STOP AUTO REPAIR CENTER,2,MANORHAVEN BLVD,,,PORT WASHINGTON,NY,11050,0,POINT (-73.708228531 40.842508949)
SCHOHARIE,724969,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #128,305,MAIN ST,,,MIDDLEBURGH,NY,12122,3000,POINT (-74.334690466 42.597789947)
BRONX,740372,Store,JAC,WILLYS GROCERY STORE INC,WILLYS GROCERY STORE,699,BECK STREET,,,BRONX,NY,10455,1100,POINT (-73.900355247 40.815131851)
MONROE,747402,Store,JAC,A PLUS CONVENIENCE STORES INC,7 ELEVEN #40234B,226,NORTH AVE,,,WEBSTER,NY,14580,0,POINT (-77.430697781 43.21885884)
ERIE,149482,Store,JAC,FEDERAL MARKET CO INC,FEDERAL MEATS,3863,DELAWARE AVE,,,BUFFALO,NY,14217,3600,POINT (-78.873136648 42.989411742)
QUEENS,671214,Store,JAC,28TH AVE DELI & GROCERY INC,MARIAS DELI,40-11,28TH AVE,,,ASTORIA,NY,11103,1000,POINT (-73.913179307 40.765393763)
QUEENS,718673,Store,JAC,FU LONG FOOD PRODUCT INC,FU LONG FOOD PRODUCT,68-28,FRESH MEADOWS LANE,,,FRESH MEADOWS,NY,11365,2000,POINT (-73.7945447 40.732842475)
NEW YORK,737036,Store,JAC,VILLA TRINA MEAT MARKET INC,VILLA TRINA MEAT MARKET,4077,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.939243003 40.843907386)
SARATOGA,751124,Store,JAC,PASTORES GREEN GROCER NATURAL FOODS INC,PASTORES GREEN GROCER,1505,ROUTE 9,,,CLIFTON PARK,NY,12065,3000,POINT (-73.742518562 42.839089098)
QUEENS,670560,Store,JABCH,NEW ASIAN FOOD PRODUCTS NY CORP,NEW ASIAN FOOD PRODUCTS,140-13,CHERRY AVE,,,FLUSHING,NY,11355,2400,POINT (-73.822401452 40.754278773)
QUEENS,758918,Store,JAC,ZAMAN GOURMET DELI CORP,ZAMAN GOURMET DELI,91-09,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,1400,POINT (-73.875134435 40.748694288)
BRONX,606997,Store,JAC,BROOK MI PUEBLO MEXICAN DELI CORP,LA MEXICANA MT MKT & MI,245,BROOK AVE  STORE 8&9,,,BRONX,NY,10454,1800,POINT (-73.919063319 40.808133255)
QUEENS,724215,Store,JAC,LOS POBLANOS GROCERY CORP,LOS POBLANOS GROCERY,92-19,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.873872791 40.74882471)
CAYUGA,050100,Store,JAC,FINE FOOD&GAS LLC,AUBURN MINI MART,50,OWASCO ST,,,AUBURN,NY,13021,1000,POINT (-76.558576681 42.930748771)
NASSAU,286425,Store,JAC,NICOLETTI LOUISE,PICKLES PLUS,3041,HEMPSTEAD TPKE.,,,LEVITTOWN,NY,11756,100,POINT (-73.523356353 40.725757084)
MONROE,262290,Store,JAC,GO GREEN EXPRESS INC,GO GREEN EXPRESS,3570,LATTA RD,,,ROCHESTER,NY,14612,0,POINT (-77.733249365 43.253865984)
DUTCHESS,745177,Store,JAC,FISHKILL VALERO INC,FISHKILL VALERO,909,ROUTE 52,,,FISHKILL,NY,12524,1000,POINT (-73.912904822 41.528198805)
QUEENS,631926,Store,JAC,JAY JAHAL INC,PATEL BROTHERS,251-08,HILLSIDE AVE,,,BELLEROSE,NY,11426,8000,POINT (-73.716231942 40.735577293)
QUEENS,732281,Store,JAC,GREEN VALLEY FOOD CORP,GREEN VALLEY FOOD,138-54,84TH DR,,,JAMAICA,NY,11435,2000,POINT (-73.817835661 40.709217494)
NEW YORK,728949,Store,JAC,LINDO DESPERTAR GROCERY CORP,LINDO DESPERTAR GROCERY 06/01/17,202-204,AUDUBON AVE,,,NEW YORK,NY,10033,1000,POINT (-73.935164033 40.845137095)
BRONX,740217,Store,JAC,S&A CONVENIENCE STORE CORP,S&A CONVENIENCE STORE,502,E 183RD ST,,,BRONX,NY,10458,1000,POINT (-73.892433175 40.854824689)
SUFFOLK,472696,Store,JAC,MASIH ANGELINA,7-ELEVEN STORE 11167D,781,WELLWOOD AVE,,,LINDENHURST,NY,11757,3000,POINT (-73.389533988 40.70726099)
BRONX,718789,Store,JAC,CT GROCERY NY CORP,CT GROCERY NY,869,BRYANT AVE,,,BRONX,NY,10474,0,POINT (-73.886781593 40.818784936)
NASSAU,757259,Store,A,SMOKE BUDDY INC,EVERGREEN,199,MERRITS RD STE E,,,FARMINGDALE,NY,11735,900,POINT (-73.458104661 40.724101281)
KINGS,749424,Store,JAC,ORGANIC DELI FOOD MART INC,ORGANIC DELI FOOD MART,2317,VOORHIES AVENUE,,,BROOKLYN,NY,11235,0,POINT (-73.945335808 40.586762037)
QUEENS,750682,Store,A,4306 HAPPY GROCERY INC,4306 HAPPY GROCERY,43-06,NATIONAL STREET,,,CORONA,NY,11368,0,POINT (-73.864013494 40.746558705)
BRONX,754784,Store,JAC,WATERS ORGANIC DELI CORP,WATERS ORGANIC DELI,1497,WILLIAMSBRIDGE RD,,,BRONX,NY,10461,1000,POINT (-73.846285853 40.844277614)
KINGS,716811,Store,JAC,BAYRIDGE PARKWAY EXPRESS DELI INC,BAYRIDGE PARKWAY DELI,7502,3RD AVE,,,BROOKLYN,NY,11209,1500,POINT (-74.027992857 40.631383015)
KINGS,740032,Store,A,XIN RONG GROCERY INC,XIN RONG GROCERY,6102,18TH AVENUE,,,BROOKLYN,NY,11204,1500,POINT (-73.98806717 40.621436211)
NASSAU,283243,Store,JABC,PUEBLO NUEVO MEAT CORP,CHERRY VALLEY MARKET PL,496,HEMPSTEAD TPKE,,,W HEMPSTEAD,NY,11552,25000,POINT (-73.65715089 40.706547313)
NASSAU,747124,Store,JAC,ROCKAWAY PETRU INC,ROCKAWAY PETRU,411,ATLANTIC AVE,,,EAST ROCKAWAY,NY,11518,1000,POINT (-73.665462049 40.645114626)
WARREN,723011,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16739,6123,STATE RT 8,,,CHESTERTOWN,NY,12817,9111,POINT (-73.785379005 43.663921428)
KINGS,617812,Store,JAC,IMMORTAL RISE INC,C TOWN 41484,4705,5TH AVE,,,BROOKLYN,NY,11220,5000,POINT (-74.008620518 40.646547932)
ROCKLAND,725634,Store,JAC,501 NYACK INC,501 NYACK,501N,HIGHLAND AVE,,,NYACK,NY,10960,800,POINT (-73.926761762 41.10945467)
SCHENECTADY,729830,Store,JAC,STATE STREET SUPERMARKET INC,STATE STREET SUPERMARKET,1208,STATE ST,,,SCHENECTADY,NY,12304,1200,POINT (-73.925446306 42.798748213)
SCHENECTADY,727151,Store,JAC,HEALTHY GOURMET KITCHEN INC,HEALTHY GOURMET KITCHEN,14,SARATOGA ROAD STORE 2,,,SCHENECTADY,NY,12302,0,POINT (-73.942112212 42.850165154)
SUFFOLK,470429,Store,JABC,DANS SUPREME SUPERMARKETS INC,KEY FOOD 1514,66,INDIAN HEAD RD,,,KINGS PARK,NY,11754,25000,POINT (-73.255034114 40.881725401)
SCHENECTADY,728308,Store,JAC,DANCING RABBIT FARM LLC,HUNGRY CHICKEN FARM MARKET,661,RIVER ROAD,,,SCHENECTADY,NY,12306,800,POINT (-74.014403445 42.845862346)
QUEENS,757253,Store,A,ACARE PHARMACY LLC,JANNAT PHARMACY,72-03,35TH AVE,,,JACKSON HEIGHTS,NY,11372,1000,POINT (-73.893827002 40.750951409)
KINGS,610120,Store,JABH,BAYRIDGE CLASSIC PATISSERIE LTD,BAYRIDGE BAKERY,7805,5TH AVE,,,BROOKLYN,NY,11209,3000,POINT (-74.023484734 40.62700192)
RICHMOND,727216,Store,JAC,3014 RAYYAN CORP,SUNRISE GOURMET DELI,3014,RICHMOND ROAD,,,STATEN ISLAND,NY,10306,1200,POINT (-74.122336366 40.575223729)
SARATOGA,706029,Store,JAC,LAWSON CHERI,ADIRONDACK NATURAL FOODS,63,MAIN ST,,,SOUTH GLENS FALLS,NY,12803,1000,POINT (-73.63780596 43.302202701)
KINGS,616513,Store,JAC,711 FLUSHING AVENUE FOOD INC,711 FLUSHING AVENUE FD,711,FLUSHING AVE,,,BROOKLYN,NY,11206,700,POINT (-73.944096879 40.700586439)
KINGS,619874,Store,JAC,FRUIT CREATIONS 2 INC,EDIBLE ARRANGEMENTS,1446,86TH ST,,,BROOKLYN,NY,11228,2000,POINT (-74.010657153 40.611913195)
WESTCHESTER,744133,Store,JAC,OMKAR NY INC,NEW ROCHELLE MINI MART,453,FIFTH AVE,,,NEW ROCHELLE,NY,10801,1500,POINT (-73.772496858 40.928248442)
BRONX,724807,Store,JAC,1086 LUNA DELI GROCERY CORP,1086 LUNA DELI GROCERY,1086,BOSTON ROAD,,,BRONX,NY,10456,1500,POINT (-73.905027823 40.826990148)
KINGS,618797,Store,JAC,RRR DELI GROCERY CORP,RRR DELI GROCERY,60,E 55TH STREET,,,BROOKLYN,NY,11203,1400,POINT (-73.926193553 40.656686891)
QUEENS,638522,Store,JABC,GEMSTONE SUPERMARKETS INC,HOLIDAY FARM,61-50,SPRINGFIELD BLVD,,,OAKLAND GARDENS,NY,11364,14000,POINT (-73.756213334 40.747796796)
ORANGE,702306,Store,JAC,JGAJ PETROLEUM INC,JGAJ PETROLEUM,310,BROADWAY,,,NEWBURGH,NY,12550,2000,POINT (-74.0216698 41.50111104)
BRONX,757140,Store,JAC,PIVI GNAMA,QUEEN AFRICAN MARKET,598,MORRIS AVE,,,BRONX,NY,10451,0,POINT (-73.922080134 40.818501921)
QUEENS,638744,Store,JAC,NEW WONG CORP,NEW WONG,75-06,JAMAICA AVE,,,WOODHAVEN,NY,11421,2500,POINT (-73.866223131 40.691370829)
NASSAU,283233,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #3950,265,N BROADWAY,,,HICKSVILLE,NY,11801,15000,POINT (-73.529060825 40.777575435)
NASSAU,715322,Store,A,MONTO FOOD MART INC,CITGO QUIK MART,320,FOREST AVE,,,LOCUST VALLEY,NY,11560,800,POINT (-73.608378607 40.874942011)
ORANGE,736573,Store,JAC,MAPLE AVE PHARMACY INC,REFRESH SUPERMARKET,52,BAKERTOWN RD SUITE 101,,,MONROE,NY,10950,30000,POINT (-74.161020617 41.33439113)
BRONX,736455,Store,JAC,MADINA MUNAWARA GROCERY & HALAL MEAT INC,MADINA MUNAWARA GROCERY & HALAL MEAT,3110,BAINBRIDGE AVENUE,,,BRONX,NY,10467,1200,POINT (-73.879149535 40.873970087)
QUEENS,720071,Store,JAC,CAIRO MINIMARKET CORP,DELI 2010,60-52,MYRTLE AVE.,,,RIDGEWOOD,NY,11385,0,POINT (-73.896220622 40.700561083)
BRONX,739866,Store,JAC,JEROME DELI INC,JEROME DELI,2366,JEROME AVE,,,BRONX,NY,10468,1200,POINT (-73.902437312 40.860401378)
BRONX,717466,Store,JAC,MILI DELI & FOOD CORP,MILI DELI & FOOD,282,E GUN HILL RD,,,BRONX,NY,10467,1100,POINT (-73.87478843 40.879132376)
NASSAU,283397,Store,JAC,YSJ ENTERPRISE CORP,SUSHI 4U,374,ROSLYN RD,,,ROSLYN HEIGHTS,NY,11577,100,POINT (-73.638517835 40.783361588)
HERKIMER,215036,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 114,260,MOHAWK ST,,,HERKIMER,NY,13350,1800,POINT (-74.989059612 43.022806166)
NEW YORK,626639,Store,JABC,NAMDOR INC,FOOD TOWN,686,N MAIN ST,,,ROOSEVELT ISLAND,NY,10044,25000,POINT (-73.946772885 40.765000652)
KINGS,616867,Store,JABCH,NARALA BAKERY INC,NARALA BAKERY,744,CONEY ISLAND AVE,,,BROOKLYN,NY,11218,2000,POINT (-73.969025497 40.639403533)
KINGS,736529,Store,JAC,MY RANCHO FRUIT & VEGETABLE CORP,MY RANCHO FRUIT & VEGETABLE,3289,FULTON AVENUE,,,BROOKLYN,NY,11208,800,POINT (-73.873843706 40.683299057)
NASSAU,287100,Store,JABC,NPS GROCERS INC,BRAVO SUPERMARKET,401,FULTON AVE,,,HEMPSTEAD,NY,11550,11200,POINT (-73.61877971 40.709704692)
BRONX,752118,Store,JAC,LOJA GROCERY LLC,ALEX'S MARKET,2639,JEROME AVE,,,BRONX,NY,10468,1600,POINT (-73.898140664 40.866830717)
NEW YORK,755628,Store,JAC,RAS 1 INC,C.P. YANG,281,COLUMBUS AVE,,,NEW YORK,NY,10023,800,POINT (-73.978039731 40.778140375)
BRONX,757735,Store,JAC,AHMED DELI DISCOUNT CORPORATION,AHMED DELI DISCOUNT,857,E 241ST STREET,,,BRONX,NY,10470,1200,POINT (-73.84693193 40.90189863)
SUFFOLK,745220,Store,JAC,FRESH & TASTY SUSHI INC,FRESH & TASTY SUSHI,198,MAIN ST,,,EAST SETAUKET,NY,11733,100,POINT (-73.104476456 40.942093079)
